,fcst_max_compliance_dd,fcst_max_receptor_dd,fcst_recovery_years,fcst_stage4_mean_inflow,h_compliance_005y,h_compliance_010y,h_compliance_015y,h_compliance_020y,h_compliance_025y,h_compliance_050y,h_compliance_120y,h_landholder_020y,h_landholder_120y,h_receptor_005y,h_receptor_010y,h_receptor_020y,h_receptor_050y,h_receptor_120y,q_mineinflow_005y,q_mineinflow_010y,q_mineinflow_015y,q_mineinflow_020y
real_0086,29.062155961818625,1.800723214403753,38.0,36060.00252858134,40.672133880699384,28.67536450240486,18.886269188343572,17.162712594193984,30.861084131166486,44.44162549733853,46.11571345265789,39.9879734597199,41.81060180290764,41.60607854459544,41.00471999950301,40.04501354007985,41.658171757523505,41.83983760613057,14124.5368334051,33584.38523196792,40603.36952688351,35052.806320298216
real_0087,26.74142047991655,1.1895989729606171,41.0,30080.173667989533,40.98394757225337,30.143034328819272,21.043544233746747,19.29422836662512,31.25786461631147,44.003068834260475,45.89181563400284,40.221647517393244,41.69602510339279,41.59077142407075,41.20593748819622,40.55478569601513,41.569972091877375,41.72805148740655,11259.38146151158,27054.5652675634,33401.06787306787,29347.972565729928
real_0088,27.601610693968194,1.2002386457147836,38.0,33196.52070570305,40.787498557461866,29.396472647722753,19.853117434490738,18.29676924775362,31.385282042939153,44.206950014237485,45.78659048117841,39.965572154981416,41.78767810890484,41.568575433594525,41.14678324377258,40.52893690265418,41.59633971553612,41.72437734117357,12018.23321117622,29396.228222261794,36574.78844160347,32313.07281031464
real_0089,27.497694276048154,2.2254632329777735,29.0,40356.090522863684,40.6058358859536,29.383779963587514,20.2412804375389,18.417794743865134,33.25648719976432,45.091232528778704,45.803299586445775,39.74182445562066,41.73157246637075,41.531375026271945,40.82234010798321,39.59745867101966,41.72273801172414,41.81570906420745,13675.545421826762,33328.60508128057,42184.62671415022,39268.43869051726
real_0090,28.124180748713144,2.0134550841845353,36.0,37804.951580663415,40.546809220481286,28.84028013250137,19.397602184864855,17.739310499259872,32.18883191056651,44.39769192193709,45.75194083177485,39.79367654680667,41.857481911391105,41.6132184143853,40.88293629826789,39.88487235891952,41.71506715388307,41.89116332283845,13168.732342117857,32484.990361914053,40422.62378160008,36847.55206527814
real_0091,27.236601067842802,2.0634472998563993,34.0,35080.13602772021,40.72332427247388,29.44782487549582,20.280373683540844,18.68248193888739,32.648845376196284,44.60478163105946,45.76998040107124,39.860150007660685,41.82891615571425,41.61837741257832,40.90795182539018,39.83471526687967,41.73070161010716,41.88767232396822,12126.24810148634,29973.04256158989,37606.72081001119,34284.41295691987
real_0092,26.593408096638324,1.822937825584276,35.0,34033.53909612092,40.774118970628294,29.81154331367736,20.74736322828714,19.11423000314907,32.22983981971876,44.23838395848504,45.58767514456316,39.84332701121787,41.836818462891365,41.64206147460827,41.04343122119441,40.04467323770506,41.68202076292927,41.85442260241658,11979.247962182548,29900.117244442856,37227.26304630546,33122.34252324598
real_0093,27.40760636989529,2.233606315466126,33.0,37055.86122289874,40.609005132402515,29.17380911821325,19.97798022577418,18.436566668869624,32.106793494039785,44.569770115596164,45.74079828502643,39.749324061170384,41.876318677820464,41.61559116714608,40.79896669138476,39.70472980101138,41.766092509634014,41.93175725175519,13369.491519739458,32676.489452365564,40099.4942143853,36029.53224929847
real_0094,27.7843219505862,1.5782681676703518,33.0,35081.88465784887,40.729627224021016,29.484681952147596,20.221657001104155,18.22732542036066,32.62266112106587,44.77796041354823,45.85982862271869,40.1502730972915,41.74154683811773,41.583551255331315,41.04789895719074,40.21553135184028,41.661635640421316,41.78564293915659,12067.845619875832,29434.633518781946,37216.75054904405,34121.668783637484
real_0095,27.506470322161913,1.8082899201734932,33.0,36299.46246057654,40.79045985880749,29.53490235842956,20.174807148269725,18.397157895651365,32.80530393239805,44.654214557079904,45.795939431687046,40.05658942003675,41.84078110961039,41.62678979538954,41.00119028908164,40.063167918667155,41.72148221096531,41.864921390426105,12068.470196314656,30290.626860075117,38647.11919983623,35342.56837774131
real_0096,27.635062283142233,1.7275186172081192,35.0,34045.59605667864,40.951645703222255,29.69746607743087,20.327956694537402,18.624264680602188,32.344237137086665,44.84094971647166,46.12799947766699,39.926023311225215,41.938449542524324,41.6735892947496,41.11169838255799,40.16947762504834,41.725943393671784,41.884063422426586,12214.074171532278,29621.3001250151,37070.8216584553,33283.92426253539
real_0097,28.00370848712369,2.9809175170283737,36.0,35229.81643481371,40.593452688894146,28.82736697794579,19.267557689202516,17.978881224993593,32.08294497574851,44.48653613861995,45.849145965789354,39.270558463467665,41.837668024734334,41.57326980757547,40.69513585772653,38.94252981293283,41.70720528315537,41.91299518801469,12887.491142074748,31409.456622871894,39024.80944983982,34433.065802977755
real_0098,27.15710044355794,2.795621221438452,43.0,32598.22841313985,40.87532742935923,29.969497525607487,20.833776503674336,18.85797172575636,31.09038103180084,43.77773144800229,45.85233796015912,39.494897813472384,41.967047512158,41.708258096832715,40.77338796706215,39.285221653201425,41.68285052442457,42.05436452041474,11905.277279721995,28719.27358850061,35548.249076686116,31634.501156066544
real_0099,27.605286780704926,2.1317334213529477,34.0,38759.30912332276,40.61841030181178,29.27610585255414,20.02800006101852,18.275521445642543,31.772892810989944,44.507440743410385,45.7516166102308,39.52733491384715,41.888439253267116,41.6254000581734,40.89845237688546,39.768810005733876,41.7205117818111,41.89263437815146,14162.206452296277,34241.23459180319,41908.37657155431,37777.140598396945
