iteration,total_runs,obs_realization,par_realization,forecast_compliance,forecast_receptor,forecast_recovery,forecast_inflow,head_compliance,head_landholder,head_receptor,budget_mineinflow
1,257,real_0028,real_0028,0,0,0,0,7.52422,5.30417,8.39937,0.397151
1,257,real_0029,real_0029,0,0,0,0,14.5184,0.235021,0.336597,8.88643
1,257,real_0030,real_0030,0,0,0,0,64.5999,0.887462,0.89434,4.83522
1,257,real_0031,real_0031,0,0,0,0,3.26918,3.23803,2.95705,4.16324
1,257,real_0032,real_0032,0,0,0,0,22.4899,2.28105,3.52727,0.020212
1,257,real_0034,real_0034,0,0,0,0,6.43855,0.513602,1.75133,0.0720706
1,257,real_0035,real_0035,0,0,0,0,4.85403,0.186321,0.0166388,1.33466
1,257,real_0036,real_0036,0,0,0,0,43.0931,0.263944,1.74143,0.0762385
1,257,real_0037,real_0037,0,0,0,0,2.95857,0.404056,1.7499,0.00852957
1,257,real_0038,real_0038,0,0,0,0,2.20761,0.0400764,0.452621,0.171987
1,257,real_0039,real_0039,0,0,0,0,25.8151,6.86673,7.09893,5.55211
1,257,real_0040,real_0040,0,0,0,0,8.22052,3.08001,2.20494,0.6565
1,257,real_0041,real_0041,0,0,0,0,11.3268,26.2193,60.6558,2.48487
1,257,real_0042,real_0042,0,0,0,0,23.0756,2.1554,4.82463,7.84507
1,257,real_0045,real_0045,0,0,0,0,20.8605,0.957493,0.985053,0.174624
1,257,real_0046,real_0046,0,0,0,0,5.6897,1.65894,0.0662781,0.2196
1,257,real_0047,real_0047,0,0,0,0,3.79494,1.69748,4.03779,1.04121
1,257,real_0048,real_0048,0,0,0,0,524.245,0.0564839,0.487809,14.5682
1,257,real_0049,real_0049,0,0,0,0,7.15998,0.305425,0.251072,0.0696344
1,257,real_0050,real_0050,0,0,0,0,38.8952,3.553,22.2233,0.932265
1,257,real_0053,real_0053,0,0,0,0,2.01416,3.5699,4.36764,0.0137182
1,257,real_0054,real_0054,0,0,0,0,3.81354,0.110812,0.262158,0.0333436
1,257,real_0056,real_0056,0,0,0,0,19.9439,2.15164,3.1424,1.94105
