scenario,forecast,threshold,n,n_exceed,frequency,wilson95_low,wilson95_high
S6_UPRISK,fcst_recovery_years,24.0,42,20,0.47619047619047616,0.3335960123070547,0.6227753586865502
S6_UPRISK,fcst_recovery_years,25.0,42,6,0.14285714285714285,0.06715967015962647,0.27841089474444775
S6_UPRISK,fcst_recovery_years,26.0,42,1,0.023809523809523808,0.004215404134432499,0.12321201573766646
S6_UPRISK,fcst_recovery_years,27.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,28.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,29.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,30.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,31.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,32.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,33.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,34.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,35.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,36.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,37.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,38.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,39.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,40.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,41.0,42,0,0.0,0.0,0.08379879086570391
S6_UPRISK,fcst_recovery_years,42.0,42,0,0.0,0.0,0.08379879086570391
