parnme,n_realizations,mean,std,min,p05,p50,p95,max
pp_main_011,58,-0.06378103022988225,0.28644541559308073,-0.6762652096787866,-0.4717895234132586,-0.11235234586049717,0.39764541464276176,0.6418084358881424
pp_main_012,58,-0.049708429754325205,0.35326775016105033,-0.9521550057900704,-0.6201320137799278,-0.04761321253522659,0.5149497486230654,0.7868806198017323
pp_main_013,58,-0.02956699111419726,0.3168534610023917,-0.9624075654445003,-0.5059611640677272,0.003599972387751128,0.4137338312584373,0.5186363708208677
pp_main_014,58,-0.06424333885819757,0.3444840761072904,-0.8436619037042907,-0.7206159788345797,-0.01818426479706503,0.532217193127891,0.6563643097884932
pp_main_015,58,-0.13630772486427176,0.30065348218653165,-0.8325153334757084,-0.6569945292678396,-0.10317250599312563,0.4002069779601267,0.5823279395657265
pp_main_016,58,-0.014874451515857992,0.26163719873614427,-0.7625916691457418,-0.4359609143186289,-0.04022184830658988,0.43505532334730185,0.5920668274644046
pp_main_017,58,0.009704477768875052,0.12573363303979504,-0.24289378589038274,-0.16558746998897375,-0.019327671599651715,0.21340219431960492,0.3225513853896846
pp_main_018,58,-0.008446488301506214,0.09031446744227452,-0.20028533824193598,-0.15269385580087172,-0.0021658568573074896,0.11196492518767394,0.2013662829729588
pp_main_019,58,-0.028044205852756972,0.18572171099590157,-0.4275596044189484,-0.3414064427545592,0.0047078217794979844,0.25183253951156176,0.31583258017086796
pp_main_020,58,0.05011538627256059,0.24061026595293633,-0.48215811397170233,-0.2890289250719602,0.028564929413240743,0.45673980065865216,0.6690022860955541
pp_main_021,58,0.09513959032907626,0.30702865118062456,-0.545107908044027,-0.37448210480022204,0.0753246618073444,0.7217466566699483,0.7708985683557856
pp_main_022,58,-0.0572238694745258,0.33626480632233524,-0.8632808492436692,-0.6785940597058225,-0.019932817463222417,0.47996482749118446,0.6226329811380127
pp_main_023,58,0.05457247075351271,0.3266816565532944,-0.5269539325710269,-0.44973296858558304,0.0487665443344704,0.5956015649903685,0.7022349454600397
pp_main_024,58,0.0028695004293124472,0.30309177678267885,-0.6694412368509886,-0.5127801554241624,-0.0016612135255749498,0.4838043897847248,0.7145504822146567
pp_main_025,58,0.0582328218189626,0.3581385656326442,-1.0794295026830578,-0.5508955501685476,0.08170713566111681,0.5505304410519862,0.8233061559915529
pp_main_026,58,0.01249011546047675,0.33626434814301637,-0.7231956660092728,-0.5398593476970588,-0.004899293372792683,0.6167929629991427,0.7677362191058107
pp_main_027,58,-0.02847020089813479,0.3341843601314517,-0.8239465291470017,-0.6140778579114591,0.010563089551722447,0.5009582389144129,0.643816815705469
pp_main_028,58,0.06959134269900963,0.30153335336821385,-0.6285226624811637,-0.498675411606345,0.11401397642581307,0.4701277648167635,0.6537305200582048
pp_main_029,58,-0.023794809019051386,0.3525914099954878,-0.9380351825633781,-0.6222005798288752,0.011837603339603944,0.4810343440634089,0.7283254825612051
pp_main_030,58,-0.03953403521518491,0.36534744184370366,-0.9374517879527744,-0.5429465540024877,-0.06289186323819541,0.5876401252023912,0.7617806084445888
pp_main_031,58,-0.04293191628019074,0.4082239631203357,-0.9094287687382465,-0.6937807916251557,0.027901108791927143,0.5578007635420589,0.7668552327075262
pp_main_032,58,-0.002667803344183536,0.38757384780826676,-0.9100736360605439,-0.639489601187939,-0.04922109539127509,0.5726150432768504,1.1426421496232115
