iteration,total_runs,obs_realization,par_realization,forecast_compliance,forecast_receptor,forecast_recovery,forecast_inflow,head_compliance,head_landholder,head_receptor,budget_mineinflow
3,388,real_0035,real_0035,0,0,0,0,0.0708021,0.0146975,0.259924,0.246703
3,388,real_0036,real_0036,0,0,0,0,1.23584,0.472748,0.037946,0.103963
3,388,real_0038,real_0038,0,0,0,0,0.126541,0.0149492,0.016848,0.0176169
3,388,real_0039,real_0039,0,0,0,0,1.1064,0.236767,0.0200729,0.265598
3,388,real_0040,real_0040,0,0,0,0,0.575537,0.301056,0.0712059,0.0519221
3,388,real_0044,real_0044,0,0,0,0,0.547974,0.024068,0.125196,0.0483768
3,388,real_0046,real_0046,0,0,0,0,0.150529,0.442045,0.00292276,0.0334901
3,388,real_0047,real_0047,0,0,0,0,1.83593,0.0179547,0.0284242,0.11494
3,388,real_0049,real_0049,0,0,0,0,0.221674,0.137583,0.222101,0.00683671
3,388,real_0054,real_0054,0,0,0,0,0.46797,0.0132514,0.00736489,0.0201823
3,388,real_0057,real_0057,0,0,0,0,1.2952,1.11121,1.75579,1.10623
3,388,real_0060,real_0060,0,0,0,0,0.565396,0.00587631,0.00729785,0.0298076
3,388,real_0061,real_0061,0,0,0,0,0.787327,0.243476,0.254491,0.908186
3,388,real_0062,real_0062,0,0,0,0,0.388378,0.0271588,0.0471473,0.0632911
3,388,real_0063,real_0063,0,0,0,0,0.572963,0.0675311,0.00542835,0.023811
3,388,real_0064,real_0064,0,0,0,0,0.536276,0.0178195,0.0467832,0.124572
3,388,real_0065,real_0065,0,0,0,0,0.382249,0.105098,0.188331,0.0362479
3,388,real_0066,real_0066,0,0,0,0,0.0943867,0.0227937,0.0159993,0.0439344
3,388,real_0067,real_0067,0,0,0,0,0.408903,0.025779,0.0312993,0.0190263
3,388,real_0068,real_0068,0,0,0,0,0.973545,0.0872337,0.0680711,0.0822092
3,388,real_0069,real_0069,0,0,0,0,0.322084,0.0331535,0.0230258,0.415234
3,388,real_0070,real_0070,0,0,0,0,0.547564,0.0229436,0.0638725,0.0302706
3,388,real_0074,real_0074,0,0,0,0,0.263594,0.132488,0.146687,0.0214145
3,388,real_0075,real_0075,0,0,0,0,0.691314,0.0452875,0.0649213,0.155535
3,388,real_0076,real_0076,0,0,0,0,0.150617,0.151641,0.048015,0.00221544
3,388,real_0079,real_0079,0,0,0,0,0.185428,0.104487,0.027554,0.0405882
3,388,real_0080,real_0080,0,0,0,0,0.441166,0.00849168,0.205018,0.0601446
3,388,real_0083,real_0083,0,0,0,0,0.375183,0.479306,0.159042,0.0753273
3,388,real_0084,real_0084,0,0,0,0,0.614909,0.0618946,0.268503,0.0617946
3,388,real_0086,real_0086,0,0,0,0,1.78574,0.0384133,0.00351249,0.196685
3,388,real_0088,real_0088,0,0,0,0,0.794083,0.0218276,0.370973,0.0649716
3,388,real_0089,real_0089,0,0,0,0,0.500971,0.102602,0.0773084,0.0741467
3,388,real_0090,real_0090,0,0,0,0,0.265187,0.000101044,0.0180351,0.0391221
3,388,real_0091,real_0091,0,0,0,0,0.190848,0.00382655,0.00644089,0.0807954
3,388,real_0095,real_0095,0,0,0,0,0.592564,0.0805013,0.0185577,0.0400705
3,388,real_0096,real_0096,0,0,0,0,0.506713,0.156612,0.108524,0.138799
3,388,real_0099,real_0099,0,0,0,0,0.316963,0.0861566,0.0155652,0.248984
